匯入序號,捕捉日期時間,表格類別,資料頁碼,繫放員,捕捉代碼,環號,第1色環,第2色環,第3色環,物種名,年齡,年齡依據一,年齡依據二,性別,性別依據一,性別依據二,頭骨,泄殖腔,孵卵斑,脂肪量,體換羽,飛羽換羽,飛羽磨損,幼鳥羽衣,初級覆羽世代,次級覆羽世代,初級飛羽世代,次級飛羽世代,三級飛羽世代,尾羽世代,體羽世代,非羽區世代,自然翼長,最大翼長,尾長,體重,繫放狀態,網號,留置狀況,嘴長測量方法,嘴長,全頭長,跗蹠長,虹膜色,換羽模式P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,抽血數,恥骨寬,活動分類,註記,F62,繫放站,問題修正
20159056,2015/3/20,新鳥用,1,林瑞興,N,K36650,DG,R,M,褐頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,2,0,,,,,,,,,50,51,79.5,8.9,1,,,3,14.2,29.9,22,,,,,,,,,,,,,,O,左T1脫落 餘0 嘴厚3.1 M?,,合作社,
20159095,2015/9/6,回收,1,蘇美如,R,K36650,DG,R,M,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,4,0,,,,,,,,,,,60,8.2,1,7,,3,13.8,29.6,20.8,,,,,,,,,,,,,,O,羽翼磨損嚴重,,合作社,
20159136,2015/11/29,回收,2,蘇美如,R,K36650,DG,R,M,褐頭鷦鶯,0,,,M,I,,6,0,0,0,0,N,1,0,,,,,,,,,50,51.5,75,8.8,1,10,,,,,,,,,,,,,,,,,,,O,,,合作社,
2016R153,2016/3/6,回收,3,林瑞興,R,K36650,DG,R,M,褐頭鷦鶯,,,,M,I,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,O,,,湖本合作社,
2016R155,2016/3/6,回收,3,林瑞興,R,K36650,DG,R,M,褐頭鷦鶯,1,S,,M,I,C,6,1,0,1,0,N,3,0,,,,,,,,,50,51,77,8.6,1,13,,,,,,,,,,,,,,,,,,,O,,,湖本合作社,
20159057,2015/3/20,新鳥用,1,林瑞興,N,K36651,DG,R,LB,褐頭鷦鶯,1,S,,F,C,,6,5,1,3,3,S,2,0,,,,,,,,,46.5,48.5,,8.4,1,,,3,12.5,28.3,20.8,,,,,,,,,,,,,,O,尾羽:110000 S7=4 S8=2 嘴厚2.9,,合作社,
20159091,2015/9/6,回收,1,蘇美如,R,K36651,DG,R,LB,褐頭鷦鶯,1,S,,F,B,C,6,0,4,0,1,N,4,0,,,,,,,,,,,53,7.6,1,7,,3,13.2,28.1,21.2,,,,,,,,,,,,,,O,禿頭，羽翼磨損嚴重,,合作社,
20159058,2015/3/20,新鳥用,1,林瑞興,N,K36652,DG,R,DP,褐頭鷦鶯,1,S,,F,C,,6,5,1,3,2,S,2,0,,,,,,,,,45,46.5,68.5,8.7,1,,,3,12.8,28.5,21.1,,,,,,,,,,,,,,O,S8=2 其餘0 尾羽無換羽 嘴厚 2.9,,合作社,
20159061,2015/4/6,新鳥用,1,林瑞興,N,K36654,DG,Y,R,褐頭鷦鶯,1,S,,M,I,,6,1,0,1,0,N,3,0,,,,,,,,,49,51,,8.4,1,,,3,14.1,29.8,20.8,,,,,,,,,,,,,,O,尾羽換羽 T1=5 T2-5=0 T1=66.0  23.72592  120.62170,,合作社,
20159067,2015/5/1,新鳥用,2,林瑞興,N,K36663,DG,Y,O,褐頭鷦鶯,1,S,,M,C,,6,1,0,1,1,N,3,0,,,,,,,,,49,52,,8.8,1,,,3,14.6,30.1,21.5,,,,,,,,,,,,,,O,頭頂 喉部換羽 中央尾羽新羽58.5mm  T54444(尾羽換羽模式),,合作社,
20170838,2017/2/26,回收,2,胡登雄,R,K36663,DG,Y,O,褐頭鷦鶯,1,S,,M,I,,6,0,0,2,0,N,1,0,,,,,,,,,51,52,82,8.5,1,1,,3,15,29.6,21.5,123B,,,,,,,,,,,,,M,,,大埔溪,
2017W083,2017/2/26,回收,1,梅允文,R,K36663,DG,Y,O,褐頭鷦鶯,1,S,,M,I,,6,1,0,1,1,N,2,0,,,,,,,,,50,51.5,82.5,8.8,1,4,,3,14.4,29.1,21.9,,,,,,,,,,,,,,O,,,合作社,
20159070,2015/5/1,新鳥用,2,林瑞興,N,K36666,,,,褐頭鷦鶯,1,S,,F,C,,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,逃逸,,合作社,
20159071,2015/5/1,新鳥用,2,林瑞興,N,K36667,DG,LB,DP,褐頭鷦鶯,1,S,,M,C,,6,1,0,1,2,A,4,0,,,,,,,,,47.5,51,63,,,,,,,,,,,,,,,,,,,,,,O,右翅S5-7=4 餘0 左S7-8=5 餘0  T右:T1=4 T2-5=0 T左:T1=5 T2=2 T3-5=0,,合作社,
20159073,2015/8/2,新鳥用,3,林瑞興,N,K36669,DG,O,DP,褐頭鷦鶯,2,S,,M,I,,3,0,0,1,2,N,3,2,,,,,,,,,45.5,47.5,57.5,,1,,,3,13.4,29.2,21.7,,,,,,,,,,,,,,O,M? S8=2 體換羽:頭 ? 背 I=嘴色 上下背黑但不比AHY深 ,,合作社,
20159075,2015/9/5,新鳥用,1,蘇美如,N,K36670,DG,O,R,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,9,,,,,,,,,46.5,48,62,7.6,1,6,,3,14.2,29.1,19.7,,,,,,,,,,,,,,O,,,合作社,
20159079,2015/9/5,新鳥用,1,蘇美如,N,K36672,DG,Y,LB,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,4,0,,,,,,,,,,,58,7.2,1,4,,3,13.3,28.7,20.8,,,,,,,,,,,,,,O,飛羽磨損嚴重不量,,合作社,
20159082,2015/9/5,新鳥用,1,蘇美如,N,K36674,DG,O,Y,褐頭鷦鶯,2,S,,U,,,3,0,0,1,0,N,2,9,,,,,,,,,46.5,48,56.5,8,1,6,,3,13.2,28.6,20.7,,,,,,,,,,,,,,O,,,合作社,
20159086,2015/9/6,新鳥用,1,林瑞興,N,K36675,DG,B,O,褐頭鷦鶯,2,S,,U,,,2,0,0,1,1,N,2,9,,,,,,,,,42.5,44.5,54.5,6.7,1,4,,3,14.1,28.8,21.4,,,,,,,,,,,,,,O,F?嘴色淺,,合作社,
20159100,2015/9/6,回收,1,蘇美如,R,K36675,DG,B,O,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,O,當日回收,,合作社,
20159088,2015/9/6,新鳥用,1,陳裔璿,N,K36677,DG,B,LB,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,9,,,,,,,,,44,45,56.5,6.5,1,7,,3,12.9,28.7,22,,,,,,,,,,,,,,O,,,合作社,
20159110,2015/11/1,回收,1,林瑞興,R,K36677,DG,B,LB,褐頭鷦鶯,2,S,,U,,,4,0,0,1,4,S,3,9,,,,,,,,,,,,7.2,1,2,,3,13.1,28.7,21.3,,5,5,4,4,3,1,0,0,0,0,,,O,飛羽尾羽換羽中 23.7271   120.61924,,合作社,
2016R137,2016/3/6,回收,2,蘇美如,R,K36677,DG,B,LB,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,3,0,,,,,,,,,45,46.5,74,7.9,1,13,,,,,,,,,,,,,,,,,,,O,頭頂換羽背部也在換羽，孵卵斑不完全但有皺褶 尾羽磨損嚴重不量,,湖本合作社,
20170808,2017/2/26,回收,1,胡登雄,R,K36677,DG,B,LB,褐頭鷦鶯,1,S,,F,I,,6,0,0,2,0,N,2,0,,,,,,,,,47,48,77,8,1,3,,3,14.1,28.4,21.3,221D,,,,,,,,,,,,,M,,,大埔溪,
20159097,2015/9/6,新鳥用,2,蘇美如,N,K36681,DG,B,W,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,9,,,,,,,,,43.5,45,55,7,1,1,,3,12.6,28,20.4,,,,,,,,,,,,,,O,WGS84 23.72731473  120.6192409,,合作社,
2016R027,2016/3/6,回收,2,林幸愉,R,K36681,DG,B,W,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,O,當日回收,,湖本合作社,
2016R128,2016/3/6,回收,1,蘇美如,R,K36681,DG,B,W,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,3,0,,,,,,,,,45,46,67,7.9,1,13,,3,13.3,28.7,21.7,,,,,,,,,,,,,,O,,,湖本合作社,
20159098,2015/9/6,新鳥用,2,林瑞興,N,K36682,DG,B,DP,褐頭鷦鶯,1,S,,F,I,,6,0,4,1,0,N,4,0,,,,,,,,,44.5,47,55.5,7.9,1,7,,3,13.3,29.3,21.5,,,,,,,,,,,,,,O,WGS84 23.72644569  120.6203445,,合作社,
20159108,2015/11/1,新鳥用,3,林瑞興,N,K36686,DG,M,LB,褐頭鷦鶯,1,S,,U,,,6,0,0,1,3,S,1,0,,,,,,,,,46,48,73.5,7.7,1,4,,3,13.4,29,20.7,,5,5,5,5,5,5,5,4,3,1,,,O,F?嘴色偏淡 23.72754  120.61845,,合作社,
2016T190,2016/12/10,回收,1,蘇志盛,R,K36686,DG,M,LB,褐頭鷦鶯,0,,,U,,,6,0,0,1,1,N,1,0,,,,,,,,,46,48,73,7.5,1,7,,,,,,,,,,,,,,,,,,,T,,,大埔溪,
2016R138,2016/3/6,回收,2,蘇美如,R,K36686,DG,M,LB,褐頭鷦鶯,1,S,,U,,,6,0,0,0,2,N,3,0,,,,,,,,,46,47.5,,8.1,1,33,,3,14.6,29.5,21.4,,,,,,,,,,,,,,O,,,湖本合作社,
2016R156,2016/3/6,回收,3,林瑞興,R,K36686,DG,M,LB,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,,,,,,,,,,,,O,當日回收,,湖本合作社,
20170830,2017/2/26,回收,2,楊昌諺,R,K36686,DG,M,LB,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,2,0,,,,,,,,,47,49,,8,1,7,,3,14.5,28.2,21.9,121B,,,,,,,,,,,,,M,"尾羽磨損嚴重,未測量尾羽",,大埔溪,
20159115,2015/11/1,新鳥用,3,蘇美如,N,K36690,DG,M,DP,褐頭鷦鶯,1,S,,U,,,6,0,0,0,4,S,1,0,,,,,,,,,46.5,48,72,7.5,1,6,,3,13.3,28.6,20.7,,5,5,5,5,5,5,5,5,4,4,,,O,23.7277  120.61747,,合作社,
20159117,2015/11/1,新鳥用,3,林瑞興,N,K36692,DG,M,W,褐頭鷦鶯,1,S,,U,,,6,0,0,3,4,S,0,0,,,,,,,,,48,50.5,,8.5,1,6,,3,14.3,30.1,22.3,,5,5,5,5,5,5,4,2,1,0,,,O,嘴米色F?  23.7277  120.61747,,合作社,
20160777,2016/3/27,新鳥用,1,林佩蓉,N,k38123,,,,褐頭鷦鶯,1,S,,F,I,B,6,0,1,1,0,N,1,0,,,,,,,,,47,48,,7.5,3,2,,3,13,28.1,20.5,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
20160785,2016/3/27,新鳥用,1,蘇美如,N,K38124,,,,褐頭鷦鶯,1,S,,F,C,,6,5,0,0,1,N,3,0,,,,,,,,,46.5,48,,8.5,3,3,,,,,,,,,,,,,,,,,,,M,嘴基部換羽,,關渡,
20160897,2016/4/16,回收,2,柯佳雯,R,K38124,,,,褐頭鷦鶯,,,,,,,6,0,0,0,1,N,3,0,,,,,,,,,48,49,12.5,8,3,2,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20161040,2016/7/31,回收,6,蘇美如,R,K38124,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,3,0,,,,,,,,,45,47,60,8.5,3,4,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20171185,2017/8/20,回收,9,林佩蓉,R,K38124,Y,Y,Y,褐頭鷦鶯,1,S,,U,,,6,0,1,0,0,N,2,0,,,,,,,,,46,47,51.5,8,1,3,,3,13.6,28.1,20.9,,,,,,,,,,,,,,,,,關渡,
20160791,2016/3/27,新鳥用,1,蘇美如,N,K38130,,,,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,3,0,,,,,,,,,47,49,,8.2,3,9,,,,,,,,,,,,,,,,,,,M,,,關渡,
20160840,2016/3/27,回收,1,,R,K38130,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20160802,2016/3/27,新鳥用,2,柯佳雯,N,K38136,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,2,0,N,1,0,,,,,,,,,46,47.5,,,3,1,,,,,,,,,,,,,,,,,,,M,尾羽換羽，體重不正確,,關渡,
20160805,2016/3/27,新鳥用,2,林佩蓉,N,K38139,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,2,0,N,2,0,,,,,,,,,48,49,,8,3,1,,,,,,,,,,,,,,,,,,,M,尾羽磨損嚴重,,關渡,
20160809,2016/3/27,新鳥用,3,柯佳雯,N,K38143,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,1,N,2,0,,,,,,,,,45.5,47.5,69.5,6.8,3,4,,3,13,27.2,21.1,,,,,,,,,,,,,,M,,,關渡,
20160821,2016/3/27,新鳥用,4,林穆明,N,K38152,,,,褐頭鷦鶯,1,S,,F,I,,6,0,1,0,1,N,1,0,,,,,,,,,46.5,47.5,70,7,3,7,,,,,,,,,,,,,,,,,,,M,,,關渡,
20160849,2016/3/27,回收,1,,R,K38152,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20161107,2016/8/21,回收,8,林幸愉,R,K38152,,,,褐頭鷦鶯,1,S,,F,I,,5,0,0,1,0,S,4,0,,,,,,,,,42,43,47,7.5,3,7,,3,13.2,28.1,20.5,,1,1,0,0,0,0,0,0,0,0,,,M,,,關渡,
2017W161,2017/10/29,回收,3,沈妤蓮,R,K38152,Y,Y,M,褐頭鷦鶯,1,S,,U,,,6,0,0,3,1,N,0,0,,,,,,,,,46,48,71,8,1,1,,3,12.6,27.5,20.3,,,,,,,,,,,,,,O,,,關渡(冬),
20160824,2016/3/27,新鳥用,4,柯佳雯,N,K38155,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,2,2,N,2,0,,,,,,,,,45,46.5,73.5,7.6,3,2,,,,,,,,,,,,,,,,,,,M,,,關渡,
20160826,2016/3/27,新鳥用,4,蘇美如,N,K38157,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,2,0,,,,,,,,,48,50,73,7.5,3,9,,,,,,,,,,,,,,,,,,,M,,,關渡,
20160829,2016/3/27,新鳥用,4,蘇美如,N,K38160,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,3,0,,,,,,,,,45,47,73,7.8,3,4,,,,,,,,,,,,,,,,,,,M,體換羽：眼先 / 程度：微,,關渡,
20160994,2016/6/26,回收,6,林佩蓉,R,K38160,,,,褐頭鷦鶯,1,S,,F,C,I,6,5,4,0,0,N,2,0,,,,,,,,,45.5,46,55,8,3,4,,3,13.4,28.1,21.1,,,,,,,,,,,,,,M,,,關渡,
20160830,2016/3/27,新鳥用,4,林穆明,N,K38161,,,,褐頭鷦鶯,1,S,,F,I,,6,0,1,2,1,N,1,0,,,,,,,,,46,47,,6.9,3,4,,,,,,,,,,,,,,,,,,,M,中央尾羽斷裂,,關渡,
20160869,2016/4/16,回收,1,林佩蓉,R,K38161,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,4,N,1,0,,,,,,,,,45.5,46.5,63.5,7.5,3,4,,,,,,,,,,,,,,,,,,,M,尾羽兩世代,,關渡,
20160834,2016/3/27,新鳥用,5,林佩蓉,N,K38167,,,,褐頭鷦鶯,1,S,,M,I,,6,0,0,1,1,N,2,0,,,,,,,,,49,50,69,7,3,1,,,,,,,,,,,,,,,,,,,M,,,關渡,
20160905,2016/4/16,回收,2,方紫珣,R,K38167,,,,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,3,N,1,0,,,,,,,,,49,51,66,9,3,1,,3,12,29.5,22,,,,,,,,,,,,,,M,泄殖腔有後躺情形,,關渡,
20160960,2016/6/5,回收,5,林佩蓉,R,K38167,,,,褐頭鷦鶯,1,S,,F,I,,6,0,1,1,1,N,2,0,,,,,,,,,49,50,,8.5,3,1,,3,14.8,28.7,22.1,,,,,,,,,,,,,,M,中央尾羽換羽,,關渡,
20160864,2016/4/16,新鳥用,7,林穆明,N,K38175,,,,褐頭鷦鶯,1,S,,M,I,C,6,2,1,0,2,N,1,0,,,,,,,,,47.5,49,,8,3,4,,,,,,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
2017W233,2017/12/17,回收,3,林佩蓉,R,K38175,Y,O,O,褐頭鷦鶯,0,,,U,,,6,0,0,5,0,N,0,0,,,,,,,,,49,50,74,8,1,8,,3,13.6,28.7,20.9,,,,,,,,,,,,,,O,,,關渡(冬),
20160870,2016/4/16,新鳥用,7,柯佳雯,N,K38181,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,2,N,1,0,,,,,,,,,46,47.5,56.5,,3,10,,,,,,,,,,,,,,,,,,,M,體重不正確,,關渡,
20160871,2016/4/16,新鳥用,7,林穆明,N,K38182,,,,褐頭鷦鶯,1,S,,F,I,C,6,5,1,2,4,N,3,0,,,,,,,,,44,47,,7.5,3,2,,,,,,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
20160900,2016/4/16,回收,2,林瑞興,R,K38182,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20160882,2016/4/16,新鳥用,8,柯佳雯,N,K38192,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,3,N,2,0,,,,,,,,,46,47,,7.5,3,1,,,,,,,,,,,,,,,,,,,M,尾羽換羽不量,,關渡,
2017W234,2017/12/17,回收,3,林佩蓉,R,K38192,Y,M,Y,褐頭鷦鶯,0,,,U,,,6,0,0,4,0,N,0,0,,,,,,,,,46,47,69,7,1,8,,3,13.6,27.4,19.3,,,,,,,,,,,,,,O,,,關渡(冬),
20160889,2016/4/16,新鳥用,9,林瑞興,N,K38196,,,,褐頭鷦鶯,1,S,,F,C,,6,5,0,2,3,N,2,0,,,,,,,,,45,47,,7.6,3,2,,,,,,223B,,,,,,,,,,,,,M,尾羽換羽中,,關渡,
20160891,2016/4/16,新鳥用,9,林穆明,N,K38198,,,,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,3,N,1,0,,,,,,,,,49,50,66.5,8.5,3,3,,,,,,,,,,,,,,,,,,,M,,,關渡,
,2019/3/11,新鳥,5,林瑞興,N,K38329,DG,B,Y,褐頭鷦鶯,5,S,,U,,,5,0,0,2,1,N,2,0,,,,,,,,,44,46,71,7.5,1,1,,3,12.6,28.1,21,121C,,,,,,,,,,,,,O,右側中央尾羽正在成長,,湖本合作社,
,2019/3/12,新鳥,6,蘇美如,N,K38334,DG,LB,O,褐頭鷦鶯,1,S,,U,,,6,0,0,0,2,N,3,0,,,,,,,,,44,46,,7.5,1,1,,3,13.5,27.9,20.8,123A,,,,,,,,,,,,,O,?、背腹換羽、中央尾羽換羽；F?,,湖本合作社,
,2019/3/16,回收,4,林瑞興,R,K38345,DG,LB,M,褐頭鷦鶯,5,S,,F,I,,5,0,1,0,1,N,2,0,,,,,,,,,,,68.5,7.6,1,2,,,,,,,,,,,,,,,,,1,,O,,,湖本合作社,
,2019/3/12,新鳥,7,林瑞興,N,K38345,DG,LB,M,褐頭鷦鶯,1,S,,U,,,6,0,1,1,1,N,2,0,,,,,,,,,46,48.5,69,8,1,2,,3,13.1,28.8,20.6,121C,,,,,,,,,,,,,O,嘴色偏黑至鼻孔前，CP類似5，但大便多，未能確認。,,湖本合作社,
,2019/11/3,回收,5,呂佳家,R,K38348,DG,DP,Y,褐頭鷦鶯,1,S,,F,I,,6,0,5,0,4,S,1,0,,,,,,,,,,,,8.9,1,2,,3,13.7,29.3,21.9,123B,5,5,5,5,5,5,5,4,3,3,,,T,飛羽尾羽換羽中,,湖本合作社,
,2019/4/17,回收,4,蘇美如,R,K38348,DG,DP,Y,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,2,N,3,0,,,,,,,,,48,50,,8.5,1,2,,,,,,,,,,,,,,,,,,,O,背部、?部體換羽，中央尾羽換羽成長中,,湖本合作社,
,2019/3/16,新鳥,7,蘇美如,N,K38348,DB,DP,Y,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,3,0,,,,,,,,,48,50,78,8.7,1,2,,3,14.4,29.4,20.6,123A,,,,,,,,,,,1,,O,,,湖本合作社,
,2019/4/17,新鳥,8,林瑞興,N,K38354,,,,褐頭鷦鶯,1,S,,M,C,I,6,1,0,1,2,N,3,0,,,,,,,,,48.5,51,,7.8,3,2,,3,13.9,29.5,22,,,,,,,,,,,,,,O,尾羽換羽中，跗趾骨折,,湖本合作社,
,2019/11/29,回收,3,鄧玉雪,R,K38359,DG,LP,LB,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,51,52.5,80,8,1,2,,3,13.5,28.4,21.4,123A,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/8,回收,1,張瀚柏,R,K38359,DG,LP,LB,褐頭鷦鶯,0,,,U,,,6,0,0,1,4,N,1,0,,,,,,,,,49,51,77,8,1,2,,3,13,28.6,21,123B,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/3,新鳥,9,張瀚柏,N,K38359,DG,LP,B,褐頭鷦鶯,1,B,,U,,,6,0,5,1,4,A,1,0,,,,,,,,,49,50.5,77.5,8,1,2,,3,12.8,28,20.4,,,,,,,,,,,,,,T,左翅:5555555532 右翅完成 次級飛羽對稱,,湖本合作社,
,2019/12/1,回收,3,謝承恩,R,K38362,DG,LP,M,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,46,48,,6.9,1,2,,3,13.3,27.9,20.9,24,,,,,,,,,,,,,T,尾羽換羽,,大埔溪,
,2019/12/1,回收,5,周俞君,R,K38362,DG,LP,M,褐頭鷦鶯,0,,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,45.5,46.5,,6.9,1,2,,3,12.8,27.3,20.2,39,,,,,,,,,,,,,T,中央尾羽換羽中,,大埔溪,
,2019/11/3,新鳥,9,呂佳家,N,K38362,,,,褐頭鷦鶯,2,S,,U,,,4,0,0,0,4,S,1,9,,,,,,,,,45,46,,7,3,2,,3,12.9,27.7,21.1,123A,5,5,5,5,5,5,5,4,4,4,,,T,,,湖本合作社,
,2019/11/15,回收,1,陳嘉宏,R,K38363,DG,LP,DB,褐頭鷦鶯,2,S,,U,,,3,0,0,0,3,S,2,9,,,,,,,,,45,46,75,7.5,1,2,,3,13.2,27.1,21.3,,5,5,5,5,5,5,4,4,3,2,,,T,,,大埔溪,
,2019/11/3,新鳥,9,張瀚柏,N,K38363,DG,LP,DB,褐頭鷦鶯,2,S,,U,,,2,0,0,1,4,S,2,9,,,,,,,,,,,,7.5,1,2,,3,12.7,28.4,21.1,,5,5,5,5,4,3,2,1,0,0,,,T,飛羽尾羽換羽中,,湖本合作社,
,2019/11/16,回收,1,黃伊君,R,K38369,DG,LP,DP,褐頭鷦鶯,2,S,,U,,,5,0,0,0,1,N,1,9,,,,,,,,,49,51,70.7,8.2,1,2,,3,14.4,29,21.6,123A,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/3,新鳥,10,蘇美如,N,K38369,DG,LP,DP,褐頭鷦鶯,2,S,,U,,,4,0,0,0,4,S,1,9,,,,,,,,,49,51,,8.5,1,2,,3,14.6,28.4,21.7,123A,5,5,5,5,5,5,5,4,4,4,,,T,尾羽換羽,,湖本合作社,
,2019/11/15,回收,1,陳嘉宏,R,K38370,DG,W,Y,褐頭鷦鶯,2,S,,U,,,3,0,0,0,3,S,1,9,,,,,,,,,50,52,78,8.5,1,2,,3,13.4,28.7,21.8,,5,5,5,5,5,5,4,4,3,2,,,T,,,大埔溪,
,2019/11/3,新鳥,10,張瀚柏,N,K38370,DG,W,Y,褐頭鷦鶯,2,S,,U,,,3,0,0,0,4,S,1,1,,,,,,,,,,,,8,1,2,,3,13.9,28.7,21.8,123B,5,5,5,5,5,4,3,2,1,0,,,T,飛羽尾羽換羽中,,湖本合作社,
,2019/11/3,新鳥,10,張瀚柏,N,K38371,DG,O,LP,褐頭鷦鶯,2,S,,U,,,3,0,0,2,4,S,0,1,,,,,,,,,,,,8,1,2,,3,12.3,27.3,20.5,123B,5,5,5,5,4,3,2,1,0,0,,,T,飛羽尾羽換羽中,,湖本合作社,
,2019/11/29,回收,3,呂佳家,R,K38372,DG,LP,DG,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,45,47,,7,1,2,,3,12.7,28.9,21.8,,,,,,,,,,,,,,T,尾羽換羽中,,大埔溪,
,2019/11/3,新鳥,10,吳俊毅,N,K38372,DG,LP,DG,褐頭鷦鶯,0,,,U,,,6,0,0,4,4,S,1,0,,,,,,,,,45,47,75.5,8.2,1,2,,3,13.4,29.2,21.1,121C,5,5,5,5,5,5,5,4,3,2,,,T,,,湖本合作社,
,2019/11/15,回收,1,陳嘉宏,R,K38381,DG,LG,Y,褐頭鷦鶯,2,S,,U,,,5,0,0,0,3,S,1,9,,,,,,,,,48,50,82,7,1,2,,3,13.1,27.7,20.6,,5,5,5,5,5,5,5,4,3,1,,,T,,,大埔溪,
,2019/11/8,新鳥,1,陳嘉宏,N,K38381,DG,LG,Y,褐頭鷦鶯,2,S,,U,,,5,0,0,0,4,S,3,0,,,,,,,,,48,50,82,7.3,1,2,,3,13.4,28,20.7,123A,5,5,5,5,5,5,5,4,0,0,,,T,,,大埔溪,
,2019/11/29,回收,3,呂佳家,R,K38395,DG,LB,W,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,49,50,80,7.9,1,2,,3,14.3,29.4,21.9,,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/9,新鳥,3,劉佩珊,N,K38395,DG,LB,W,褐頭鷦鶯,1,S,,U,,,6,0,0,2,2,S,0,0,,,,,,,,,49,49.5,77,9,1,2,,3,13.8,29.4,22,123B,5,5,5,5,5,5,5,5,4,3,,,T,,,大埔溪,
,2019/11/9,新鳥,3,蔡明汕,N,K38397,DG,DP,O,褐頭鷦鶯,0,,,U,,,6,0,0,0,3,S,2,0,,,,,,,,,51,52,83,8.5,1,2,,3,10.1,29.4,24.2,123B,5,5,5,5,5,5,5,5,4,3,,,T,,,大埔溪,
20170786,2017/2/26,新鳥,1,張智偉,N,K38412,Y,R,DP,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,0,N,2,0,,,,,,,,,49,50.5,,8.5,1,3,,3,13.9,29.3,21.2,123C,,,,,,,,,,,,,M,尾羽掉落,,大埔溪,
20170821,2017/2/26,回收,1,陳秋美,R,K38412,Y,R,DP,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,M,當日回收,,大埔溪,
20170795,2017/2/26,新鳥,1,沈妤蓮,N,K38418,DG,R,R,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,1,0,,,,,,,,,49,50,74.5,7.6,1,3,,3,11.1,29,23.8,,,,,,,,,,,,,,M,,,大埔溪,
20170819,2017/2/26,新鳥,3,楊昌諺,N,K38432,DG,Y,Y,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,49,50.5,,7.5,1,7,,3,9.6,28.6,21.1,132D,,,,,,,,,,,,,M,,,大埔溪,換羽模式為次要檢視
